Est_P_Weighted,Est_P_Weighted.Slope,Est_P_Unweighted,Est_P_Unweighted.Slope,Est_P_KM,Est_P_Pseudo,Est_P_Pseudo.Slope,Est_U_Weighted,Est_U_Weighted.Slope,Est_U_Unweighted,Est_U_Unweighted.Slope,Est_U_KM,Est_U_Pseudo,Est_U_Pseudo.Slope,Est_O_Weighted,Est_O_Weighted.Slope,Est_O_Unweighted,Est_O_Unweighted.Slope,Est_O_KM,Est_O_Pseudo,Est_O_Pseudo.Slope,SE_P_Weighted,SE_P_Weighted.Slope,SE_P_Unweighted,SE_P_Unweighted.Slope,SE_P_KM,SE_P_Pseudo,SE_P_Pseudo.Slope,SE_U_Weighted,SE_U_Weighted.Slope,SE_U_Unweighted,SE_U_Unweighted.Slope,SE_U_KM,SE_U_Pseudo,SE_U_Pseudo.Slope,SE_O_Weighted,SE_O_Weighted.Slope,SE_O_Unweighted,SE_O_Unweighted.Slope,SE_O_KM,SE_O_Pseudo,SE_O_Pseudo.Slope
0.015770531759414327,1.0028017552638426,0.12307839388147651,1.0028254642181702,1.4005728249928684e-4,-0.1823615471126542,0.9587011621419123,-0.18422946824058598,1.0033622105105817,-0.07692160611852385,1.0033892016326693,0.01925106172977234,-0.34715577598786973,0.9598241447331778,0.21577053175941469,1.0023603329248099,0.32307839388147674,1.002381425524709,-0.01672598643015019,-0.013613907555189599,0.9591249102782295,0.033306918277926194,0.016813698326051136,0.03612835993029436,0.018148463961143182,0.003671178929825358,0.022549613211486578,0.014523691998038041,0.03330691827792618,0.018422679092683608,0.03612835993029436,0.019880882176014143,0.0037180815943981768,0.02241083855768058,0.015996295356191258,0.033306918277926194,0.015429751584299553,0.03612835993029437,0.016658575797494395,0.0036299027016979775,0.02268630715756483,0.013270445827896313
0.027132691305410187,1.0044535984385312,0.13643227662070986,1.0044379143336375,-6.411763304118301e-4,-0.1763726581802196,0.958644521623565,-0.17286730869458994,1.0053551521110926,-0.06356772337929131,1.0053338864903978,0.018954119043395168,-0.3406190997359049,0.9599692769656615,0.22713269130541014,1.0037448327503111,0.3364322766207112,1.003733494441457,-0.01796517198220904,-0.008124690554580764,0.9589537364446405,0.032794964790755464,0.016807555562959903,0.03566614541309151,0.01818449589276644,0.003749174877335955,0.02212282582514306,0.014462065513239707,0.03279496479075547,0.018436688962135895,0.035666145413091516,0.019942501799536296,0.0037967923891925994,0.02198424965349349,0.015943914140545933,0.032794964790755464,0.015407910811349172,0.035666145413091516,0.016674388639883433,0.003707036117935153,0.022260109114469614,0.01320256082842686
0.016681134645982584,1.0068984588998118,0.12971068175134062,1.0067210527768078,3.6765183103922017e-4,-0.18641649268669128,0.9582789356902,-0.18331886535401684,1.0083122879516633,-0.07028931824865953,1.0080946083362614,0.020419029602850358,-0.34993342783712095,0.9599577308824246,0.21668113464598177,1.005788858401777,0.32971068175134094,1.0056430112839074,-0.01739019174238582,-0.01885787566967932,0.9583698530976819,0.03250977284320886,0.016950387176023814,0.035420549696206324,0.018363623553642072,0.003800045817888165,0.021823335470377486,0.014509320619240897,0.032509772843208856,0.018616352954894607,0.035420549696206324,0.020163230998363594,0.0038485724226099477,0.02168339750929597,0.01601450779527874,0.03250977284320887,0.015520682570688565,0.03542054969620632,0.016819497631917753,0.003756862168869519,0.021962397758462752,0.013232126577094999
0.01580533191516859,1.0061325601778481,0.13161573276732588,1.0061235869213367,3.7164108804160767e-4,-0.19079221645337047,0.9548254401444594,-0.1841946680848319,1.0074003768102302,-0.06838426723267316,1.007386144627064,0.020874974578381528,-0.3536252571661881,0.9561403794290083,0.21580533191516893,1.0051383409030799,0.3316157327673259,1.0051335424731263,-0.017818213754596066,-0.023857213763213068,0.9552697180345274,0.03212694097293884,0.016967579502707726,0.035082818251353814,0.018422774174103148,0.003864206166159399,0.021594669537247903,0.014504276189558485,0.03212694097293884,0.01864793533266281,0.03508281825135382,0.020242468631117554,0.003913415746781717,0.02145217457285005,0.01601226856613381,0.032126940972938826,0.015525385364098563,0.03508281825135381,0.016861448135170102,0.0038201754218049892,0.021736297834090583,0.013224492306763053
0.022456273371125157,1.0064556550024992,0.14048155574219656,1.006523990128528,-2.2092919897817587e-4,-0.18846594205876244,0.9519912381465879,-0.1775437266288739,1.0078025796512746,-0.05951844425780211,1.0078815885291645,0.020735613324474267,-0.3506049179296537,0.9531548105850042,0.222456273371125,1.0054004782066062,0.34048155574219624,1.0054605773251233,-0.01884530898265896,-0.022183673729970866,0.9526133181366754,0.0317016934691778,0.016965363044721345,0.034706487083598477,0.018464276959644855,0.003936284985696529,0.021300206925880524,0.01444756349730954,0.0317016934691778,0.01866069176016775,0.03470648708359848,0.0203047788825734,0.003986073152061087,0.021154220332509896,0.015956503655240033,0.031701693469177804,0.015510730624321597,0.03470648708359847,0.016885673661632312,0.003891494667827297,0.021445499221995318,0.013167492580464346
0.0258329972802428,1.006163505653414,0.14651873007916794,1.0063875966594884,-3.747553945851745e-4,-0.193817243095675,0.9476722339054667,-0.17416700271975705,1.007460249360188,-0.05348126992083076,1.0077281322757066,0.021021687217596174,-0.3552638147976775,0.9483598265948835,0.22583299728024217,1.0051484338220715,0.34651873007916556,1.0053384669030596,-0.019421990350643237,-0.028167449366439213,0.9487453518004444,0.03134688477911094,0.016984698408153302,0.03439852998442543,0.018527214401389037,0.0040010518146305135,0.021071045855122386,0.014414779170462947,0.031346884779110955,0.0186950314494269,0.03439852998442544,0.020388703889209783,0.004051448839715173,0.02092222639072745,0.015921038402183778,0.03134688477911094,0.015517182668843398,0.03439852998442543,0.016930783289083977,0.003955475111643234,0.02121918788758251,0.013136482146889573
0.03393564934488972,1.0061889654705118,0.15685912006940272,1.0065350714273866,-0.0010154705765027527,-0.19348182540010436,0.9429977066878324,-0.16606435065510947,1.0075016618438093,-0.043140879930597405,1.0079178476762427,0.020817906389642232,-0.354337154533684,0.9431331812818425,0.23393564934488978,1.0051621640515078,0.3568591200694018,1.0054537709399882,-0.020485026670420348,-0.02836360858367447,0.9445821761776619,0.030962367553987843,0.01698426976412576,0.034063617259582145,0.018571883159245555,0.004072087451867707,0.020804924827869463,0.014328188587024842,0.030962367553987853,0.01870780328705853,0.034063617259582145,0.02045266665607783,0.0041230270846569,0.020653498198772643,0.015824978633779407,0.03096236755398785,0.015505457694240807,0.034063617259582145,0.016959101876473596,0.00402577850532564,0.020955647709185357,0.013057316998200978
0.027816517544848873,1.0063730290394648,0.15415022070127157,1.0067851824262877,-3.37798392985561e-4,-0.20168155668381038,0.939398514762475,-0.17218348245515036,1.007735984504697,-0.045849779298728285,1.0082329695666674,0.021927424824739528,-0.36185746808298913,0.9392481317713813,0.22781651754484894,1.0053074916940241,0.35415022070127106,1.0056537859328372,-0.02022563082316707,-0.03718872733259053,0.9412886308269552,0.030702360968118878,0.01707130704837688,0.03384624316116709,0.018700597832086965,0.004125940027581811,0.02060683933274444,0.014335876886785098,0.03070236096811887,0.01881757215041604,0.03384624316116709,0.020609928994582666,0.004177471496340251,0.02045310882958834,0.015837781302282597,0.030702360968118868,0.015572718960504477,0.03384624316116709,0.01706323904349922,0.004078839589018465,0.02075999641862811,0.013060668146586992
0.029303602717183998,1.0100564623727697,0.15828796479163748,1.0102152612804438,-4.806360303122592e-4,-0.19992655545144222,0.940123805401836,-0.17069639728281566,1.0122307700737694,-0.041712035208362225,1.0124184553265414,0.02221143208138196,-0.35961316261762244,0.9402903809172612,0.22930360271718334,1.0083590736459125,0.3582879647916381,1.0084960579954791,-0.020782551365572194,-0.03588216485087395,0.9418165317305991,0.03038443311312374,0.01716573231633095,0.03357489141856535,0.018838012388298183,0.004188686944033715,0.02028471430453605,0.014327787612489625,0.030384433113123745,0.018945308989570694,0.033574891418565365,0.020786490832234918,0.004240578876542683,0.020131446603241388,0.015844116437066267,0.03038443311312374,0.015640252921512037,0.03357489141856536,0.01716893671411734,0.0041410054554310675,0.020437533999070143,0.013041739025806133
0.030449145595405385,1.0067511295416602,0.1623091957043289,1.0073966307687106,-3.717140835728938e-4,-0.20995722794254618,0.9355975948342216,-0.16955085440459522,1.0082174672336504,-0.03769080429567172,1.0089999663102862,0.02273931423681777,-0.36892861554385104,0.9352284119972835,0.23044914559540472,1.0056059832435347,0.3623091957043285,1.0061452843526577,-0.02108189777394312,-0.046574183533122024,0.9377943818089294,0.030104642998880816,0.0171615376488254,0.03334187182457726,0.0188814786626933,0.004248119226584353,0.02014085809310051,0.014349750267470752,0.030104642998880823,0.018943510054088345,0.03334187182457726,0.020839250192910663,0.004300458572162851,0.01998504668070362,0.015866835896306924,0.030104642998880816,0.015631842263116598,0.03334187182457728,0.017202492844254187,0.004199782036908762,0.02029631170139224,0.013062066818596585
