Model,it,KM_Bias_Est,KM_EmpSE_Est,KM_Coverage_Est,KM_Bias_SE,KM_EmpSE_SE,KM_Coverage_SE,Pseudo_Bias_Est,Pseudo_EmpSE_Est,Pseudo_Coverage_Est,Pseudo_Bias_SE,Pseudo_EmpSE_SE,Pseudo_Coverage_SE,Pseudo.Slope_Bias_Est,Pseudo.Slope_EmpSE_Est,Pseudo.Slope_Coverage_Est,Pseudo.Slope_Bias_SE,Pseudo.Slope_EmpSE_SE,Pseudo.Slope_Coverage_SE,Unweighted_Bias_Est,Unweighted_EmpSE_Est,Unweighted_Coverage_Est,Unweighted_Bias_SE,Unweighted_EmpSE_SE,Unweighted_Coverage_SE,Unweighted.Slope_Bias_Est,Unweighted.Slope_EmpSE_Est,Unweighted.Slope_Coverage_Est,Unweighted.Slope_Bias_SE,Unweighted.Slope_EmpSE_SE,Unweighted.Slope_Coverage_SE,Weighted_Bias_Est,Weighted_EmpSE_Est,Weighted_Coverage_Est,Weighted_Bias_SE,Weighted_EmpSE_SE,Weighted_Coverage_SE,Weighted.Slope_Bias_Est,Weighted.Slope_EmpSE_Est,Weighted.Slope_Coverage_Est,Weighted.Slope_Bias_SE,Weighted.Slope_EmpSE_SE,Weighted.Slope_Coverage_SE
O,21,-0.21097170661110426,0.004546670762131569,0,4.546670762131569e-4,3.2311782117318657e-4,0,-0.24144838012722838,0.030560576789942836,0,0.0030560576789942836,0.002171845621285485,0,-0.10634043645577486,0.01302847456195332,0,0.0013028474561953322,9.25893369876432e-4,0,0.10791894598557362,0.030437354586966416,0.08,0.0030437354586966415,0.0021630886006369886,7.36e-4,-0.031555080697038655,0.01212168569501311,0.7,0.001212168569501311,8.614506912047836e-4,0.0021000000000000003,-0.002889107305355889,0.03171582923437128,0.9,0.003171582923437128,0.0022539458375267227,8.999999999999999e-4,3.518732949576053e-5,0.011201833117369385,1,0.0011201833117369384,7.960796150397179e-4,0
O,22,-0.21094040503430475,0.004611378381869905,0,4.611378381869905e-4,3.277163914671465e-4,0,-0.24395004353072944,0.03008722240065208,0,0.0030087222400652083,0.002138205789656531,0,-0.11039355984891229,0.013108177454409394,0,0.0013108177454409394,9.315576077988483e-4,0,0.11049932341642682,0.030500943046069092,0.06,0.0030500943046069093,0.0021676076356478683,5.639999999999999e-4,-0.03276904969912886,0.012337175471830174,0.65,0.0012337175471830175,8.767648827996865e-4,0.0022749999999999997,-0.0024630426094876573,0.032021740863233616,0.92,0.0032021740863233616,0.00227568603033171,7.359999999999997e-4,4.3709320192066855e-5,0.011406811233635227,1,0.0011406811233635227,8.106467754480849e-4,0
O,23,-0.21085476295944622,0.0046720321958289256,0,4.672032195828926e-4,3.320268703290675e-4,0,-0.24645326483643998,0.029929289817486455,0,0.0029929289817486457,0.0021269820097009296,0,-0.11436779504613873,0.012884513299776962,0,0.0012884513299776961,9.156624884686128e-4,0,0.11290100956840023,0.03043312169186184,0.05,0.003043312169186184,0.002162787781880804,4.75e-4,-0.03378860051978341,0.012506464278751728,0.68,0.0012506464278751728,8.887957144352404e-4,0.002176,-0.002352457716476772,0.031862208784854504,0.94,0.00318622087848545,0.0022643485792010016,5.640000000000005e-4,2.1783401303789306e-4,0.011552498865517959,1,0.0011552498865517959,8.21000344608602e-4,0
O,24,-0.21083651646193288,0.004694124113497606,0,4.694124113497606e-4,3.335968745532782e-4,0,-0.24862761457477264,0.029757754167449833,0,0.002975775416744983,0.0021147915018781523,0,-0.11855887176483437,0.012593460125709374,0,0.0012593460125709375,8.949782400656848e-4,0,0.11553551066799779,0.029964588451157508,0.04,0.002996458845115751,0.002129490574362611,3.8399999999999996e-4,-0.0349281646410291,0.012632022425350187,0.64,0.0012632022425350187,8.977187433682652e-4,0.002304,-0.0016962143613645261,0.031477317007389066,0.91,0.0031477317007389065,0.002236995511642663,8.189999999999997e-4,7.536556009349327e-5,0.012303198312770545,1,0.0012303198312770545,8.743502312492726e-4,0
O,25,-0.21078353069445588,0.004698069427260452,0,4.698069427260452e-4,3.3387725579344025e-4,0,-0.25131540017624376,0.02900664502811711,0,0.002900664502811711,0.002061412499689158,0,-0.12312186979948478,0.012689888350745426,0,0.0012689888350745425,9.018310956172135e-4,0,0.11814082506157488,0.0296670163431821,0.03,0.0029667016343182103,0.0021083430455000086,2.9099999999999997e-4,-0.03628869274558753,0.012836740795886026,0.6,0.0012836740795886027,9.122674444513966e-4,0.0024,-0.001266803450924975,0.03136283873793904,0.9,0.003136283873793904,0.002228859895291364,8.999999999999999e-4,-1.791499925095419e-5,0.012465650312666526,0.99,0.0012465650312666527,8.858951921663475e-4,9.900000000000009e-5
O,26,-0.21057569425251718,0.0046366015452946096,0,4.6366015452946097e-4,3.29508923637447e-4,0,-0.2547989903584891,0.028572800970891547,0,0.0028572800970891547,0.002030580545093453,0,-0.12766952487178423,0.013004450851196532,0,0.0013004450851196532,9.241860790954762e-4,0,0.11984609597223204,0.028922728676745262,0.02,0.0028922728676745264,0.002055448824280349,1.96e-4,-0.03771409903109697,0.013036860706717257,0.56,0.0013036860706717257,9.264893472334763e-4,0.0024639999999999996,-0.0017413402714340951,0.0308025056124949,0.91,0.00308025056124949,0.0021890387540438746,8.189999999999997e-4,-1.8310006400027557e-4,0.012578632551764743,1,0.0012578632551764743,8.939244902700811e-4,0
O,27,-0.2104873738336566,0.004765947458883767,0,4.765947458883767e-4,3.3870113744907345e-4,0,-0.257187797366407,0.028947095573963758,0,0.0028947095573963757,0.002057180504261131,0,-0.13205537332140002,0.013378058651603197,0,0.0013378058651603198,9.507372293230578e-4,0,0.1222926691857113,0.02955021613524936,0.02,0.002955021613524936,0.002100042416166094,1.96e-4,-0.03882960360082042,0.013586940722332153,0.49,0.0013586940722332152,9.655818316941434e-4,0.002499,-0.0018169787552524983,0.03139632932335818,0.91,0.003139632932335818,0.002231239967558874,8.189999999999997e-4,1.6357858044006136e-4,0.013035208744282729,1,0.001303520874428273,9.263719473753317e-4,0
O,28,-0.2103573610138664,0.004793446851070769,0,4.793446851070769e-4,3.4065543415361105e-4,0,-0.2599261016081191,0.028989762857875218,0,0.002898976285787522,0.002060212736092755,0,-0.13659852526032398,0.013531980989952374,0,0.0013531980989952375,9.616760135894496e-4,0,0.12484837295137373,0.029460912584645095,0.02,0.0029460912584645094,0.0020936958891787844,1.96e-4,-0.03996798937702475,0.014020015741931843,0.46,0.0014020015741931843,9.963591331656014e-4,0.0024840000000000005,-0.0020468128704398945,0.030970015899015733,0.91,0.003097001589901573,0.0022009431917382662,8.189999999999997e-4,7.025696188243113e-4,0.013358454606787432,1,0.0013358454606787432,9.493440305236616e-4,0
O,29,-0.21014202543773441,0.004867578367098977,0,4.867578367098977e-4,3.4592373159419147e-4,0,-0.2633443313375942,0.029346198891839436,0,0.0029346198891839438,0.0020855435420181296,0,-0.14177768680189898,0.013926992136706399,0,0.0013926992136706398,9.897482334082527e-4,0,0.12661152017389188,0.02946161236373902,0.02,0.002946161236373902,0.0020937456203134895,1.96e-4,-0.04175599734065569,0.01452394281470826,0.44,0.0014523942814708261,0.0010321716708012406,0.0024640000000000005,-0.0027553011133818212,0.03122544870736251,0.9,0.003122544870736251,0.0022190960109783526,8.999999999999999e-4,6.605325869441947e-4,0.013782091961373085,1,0.0013782091961373085,9.794506263478807e-4,0
O,30,-0.2100785219221295,0.004840872491004173,0,4.840872491004173e-4,3.4402582762275264e-4,0,-0.2655122704375899,0.028722072839920083,0,0.002872207283992008,0.002041188834896328,0,-0.1467698701332121,0.013825428557368197,0,0.0013825428557368198,9.82530424118071e-4,0,0.12936394041476107,0.029180868289562636,0.02,0.0029180868289562637,0.0020737940077378237,1.96e-4,-0.043252156937539775,0.014858114855440118,0.42,0.0014858114855440118,0.0010559202436245902,0.0024360000000000002,-0.002344569425711271,0.030780400779554132,0.92,0.003078040077955413,0.002187467831971244,7.359999999999997e-4,6.967904883217579e-4,0.013914094368382073,1,0.0013914094368382072,9.888316289262077e-4,0
O,31,-0.20999641812789352,0.004888433214729261,0,4.888433214729261e-4,3.47405821078946e-4,0,-0.26775544002133517,0.02894740235253331,0,0.002894740235253331,0.002057202306064728,0,-0.15176101784011958,0.01388732559255158,0,0.001388732559255158,9.869292548651996e-4,0,0.1320412873983738,0.02906800351363931,0.01,0.002906800351363931,0.002065773057378434,9.900000000000001e-5,-0.044777813596950024,0.0148516698656322,0.41,0.00148516698656322,0.0010554622181432726,0.002419,-0.0019362150995006263,0.03006239111766892,0.93,0.003006239111766892,0.002136441107216518,6.509999999999997e-4,6.31967420638383e-4,0.01392318820721538,1,0.001392318820721538,9.894778999107688e-4,0
O,32,-0.20975789867720215,0.004988849102927447,0,4.988849102927447e-4,3.5454206751139205e-4,0,-0.271361504558815,0.029219866794957142,0,0.002921986679495714,0.002076565510833459,0,-0.1570524080804146,0.013860948955444095,0,0.0013860948955444095,9.850547488897438e-4,0,0.1340352715249111,0.0293837548846984,0.01,0.00293837548846984,0.002088212530211789,9.900000000000001e-5,-0.046567050983845185,0.014942304884818477,0.34,0.0014942304884818477,0.0010619033684824122,0.002244,-0.0023994180456503597,0.030787389010785312,0.93,0.0030787389010785314,0.0021879644639394256,6.509999999999997e-4,5.879342180616176e-4,0.013964068181812783,1,0.0013964068181812784,9.923831132003574e-4,0
O,33,-0.20964138572149665,0.005133433190053338,0,5.133433190053338e-4,3.6481721116101275e-4,0,-0.27377808520147773,0.029333334325585072,0,0.002933333432558507,0.0020846292971044515,0,-0.1622700301669552,0.013714421457314694,0,0.0013714421457314695,9.746414930340826e-4,0,0.13669409008348304,0.029740313745518974,0.01,0.0029740313745518976,0.002113552065061751,9.900000000000001e-5,-0.04812368100096007,0.014902033716258981,0.32,0.001490203371625898,0.0010590414211539582,0.002176,-0.0023860662896648434,0.03158843914403405,0.89,0.003158843914403405,0.002244892618021222,9.789999999999998e-4,8.364740787649383e-4,0.014020837830177137,0.99,0.0014020837830177138,9.964175564332028e-4,9.900000000000009e-5
O,34,-0.20941440994931565,0.005162181907638119,0,5.162181907638119e-4,3.668602935554729e-4,0,-0.27647876924778775,0.02920023090893441,0,0.002920023090893441,0.002075170049178018,0,-0.16715053797737187,0.013706800374344507,0,0.0013706800374344507,9.740998862511994e-4,0,0.13876771568664087,0.029639304040830844,0.01,0.0029639304040830843,0.0021063736179289584,9.900000000000001e-5,-0.04943159850376386,0.015087003586363178,0.32,0.0015087003586363179,0.0010721866574240977,0.002176,-0.002676058240481272,0.030847318354174768,0.9,0.003084731835417477,0.002192223456919877,8.999999999999999e-4,8.891505031619817e-4,0.014092887563276486,0.99,0.0014092887563276486,0.0010015379080032067,9.900000000000009e-5
O,35,-0.20914107306873883,0.005180728994419248,0,5.180728994419249e-4,3.68178377618155e-4,0,-0.2795492264682954,0.028654449675909244,0,0.0028654449675909245,0.0020363830658932133,0,-0.17245286762581324,0.013592308353606317,0,0.0013592308353606317,9.659632926384048e-4,0,0.14068863148295752,0.02984846399278685,0.01,0.002984846399278685,0.0021212379684589335,9.900000000000001e-5,-0.05118731045072702,0.015179635708972348,0.33,0.0015179635708972349,0.0010787697357233696,0.002211,-0.0033710022353055477,0.030979901155996022,0.92,0.003097990115599602,0.002201645706361452,7.359999999999997e-4,0.001013027218711251,0.014226492541929358,0.99,0.0014226492541929358,0.0010110328003890294,9.900000000000009e-5
