Model,it,KM_Bias_Est,KM_EmpSE_Est,KM_Coverage_Est,KM_Bias_SE,KM_EmpSE_SE,KM_Coverage_SE,Pseudo_Bias_Est,Pseudo_EmpSE_Est,Pseudo_Coverage_Est,Pseudo_Bias_SE,Pseudo_EmpSE_SE,Pseudo_Coverage_SE,Pseudo.Slope_Bias_Est,Pseudo.Slope_EmpSE_Est,Pseudo.Slope_Coverage_Est,Pseudo.Slope_Bias_SE,Pseudo.Slope_EmpSE_SE,Pseudo.Slope_Coverage_SE,Unweighted_Bias_Est,Unweighted_EmpSE_Est,Unweighted_Coverage_Est,Unweighted_Bias_SE,Unweighted_EmpSE_SE,Unweighted_Coverage_SE,Unweighted.Slope_Bias_Est,Unweighted.Slope_EmpSE_Est,Unweighted.Slope_Coverage_Est,Unweighted.Slope_Bias_SE,Unweighted.Slope_EmpSE_SE,Unweighted.Slope_Coverage_SE,Weighted_Bias_Est,Weighted_EmpSE_Est,Weighted_Coverage_Est,Weighted_Bias_SE,Weighted_EmpSE_SE,Weighted_Coverage_SE,Weighted.Slope_Bias_Est,Weighted.Slope_EmpSE_Est,Weighted.Slope_Coverage_Est,Weighted.Slope_Bias_SE,Weighted.Slope_EmpSE_SE,Weighted.Slope_Coverage_SE
U,56,0.25289846759096957,0.006130864439068987,0,6.130864439068986e-4,4.3570156342954855e-4,0,-1.005433562520512,0.04062635651080826,0,0.004062635651080826,0.0028871894370075795,0,-0.6934730065807785,0.010625434997416134,0,0.0010625434997416133,7.551167843463645e-4,0,0.39584930041712085,0.0285714464800257,0,0.00285714464800257,0.0020304842856191546,0,0.2877933149249909,0.0373959772812125,0,0.0037395977281212502,0.002657616381724213,0,0.009308347181617745,0.048438381577499155,0.65,0.004843838157749915,0.0034423658838097413,0.0022749999999999997,0.03100175778664664,0.09173095724243122,0.39,0.009173095724243121,0.006519035265357402,0.002379
U,57,0.2536395525095002,0.006101605405354992,0,6.101605405354992e-4,4.3362221444698306e-4,0,-1.0089567848561962,0.04033895608071638,0,0.004033895608071638,0.002866764777815413,0,-0.6917255139818964,0.010899197899042645,0,0.0010899197899042646,7.745722665924855e-4,0,0.3970831823963635,0.028137159577171084,0,0.0028137159577171084,0.001999620859355,0,0.2910259707816479,0.03764485127293351,0,0.003764485127293351,0.002675303086163279,0,0.008724278458000086,0.04798206164233772,0.67,0.004798206164233772,0.00340993663812182,0.002211,0.03066586861118949,0.09035312671465771,0.4,0.009035312671465772,0.006421117113511422,0.0024
U,58,0.25435588187311997,0.006018101907899383,0,6.018101907899383e-4,4.276878792884048e-4,0,-1.0130221198177716,0.04068091309944935,0,0.004068091309944935,0.0028910666049343126,0,-0.6896807675860991,0.011077440066717929,0,0.0011077440066717928,7.872393858702012e-4,0,0.39892152044975765,0.027405152682839364,0,0.0027405152682839365,0.0019475993946054106,0,0.2940178955396061,0.03610971930128019,0,0.0036109719301280186,0.0025662060074776497,0,0.009867411844357386,0.043605981791515196,0.68,0.004360598179151519,0.0030989421851135815,0.002176,0.03241186398207756,0.08134437453155016,0.4,0.008134437453155017,0.005780892973875189,0.0024
U,59,0.25532035392680064,0.005894395270364729,0,5.894395270364729e-4,4.1889643137496074e-4,0,-1.0182927136912254,0.039818999497792495,0,0.00398189994977925,0.002829813072497684,0,-0.6871508284094656,0.011540372517328867,0,0.0011540372517328868,8.201385625683713e-4,0,0.3990181827401888,0.027147724013344338,0,0.002714772401334434,0.0019293047356898068,0,0.2964616892284315,0.03706936035334262,0,0.003706936035334262,0.002634404727392304,0,0.005908377981963815,0.045751973436070424,0.68,0.004575197343607043,0.0032514511704176915,0.002176,0.02815987754135878,0.08529183638544222,0.34,0.008529183638544222,0.0060614268722205995,0.002244
U,60,0.2559347896976491,0.0060576257123037425,0,6.057625712303742e-4,4.3049671375910764e-4,0,-1.0212006763865598,0.04063230400354717,0,0.004063230400354717,0.0028876121069117315,0,-0.6844809808025601,0.011996735976852623,0,0.0011996735976852622,8.525709013980344e-4,0,0.40082430724023815,0.027860004259508176,0,0.0027860004259508174,0.0019799242885991672,0,0.2998565394254938,0.03699866412334104,0,0.003699866412334104,0.0026293805650989778,0,0.005579061502453457,0.049872982564682714,0.64,0.004987298256468271,0.003544318536527075,0.002304,0.026059393691448024,0.08711736499962865,0.39,0.008711736499962864,0.006191161541644671,0.002379
U,61,0.25652206430507496,0.006138968390573151,0,6.138968390573151e-4,4.362774861848816e-4,0,-1.0245849344533189,0.040739776748946785,0,0.004073977674894679,0.002895249862347699,0,-0.6814835915813842,0.01238560755676473,0,0.0012385607556764729,8.802068012005675e-4,0,0.4029506280808606,0.028207781351585488,0,0.0028207781351585488,0.002004639730320152,0,0.3035826446222303,0.0377093120255491,0,0.00377093120255491,0.002679884112374768,0,0.00566208216452691,0.05108349374177236,0.67,0.005108349374177236,0.0036303458198977366,0.002211,0.023358563633993207,0.08869447666780345,0.39,0.008869447666780345,0.006303241987453891,0.002379
U,62,0.2572475343144038,0.006021994800334537,0,6.021994800334536e-4,4.2796453510702816e-4,0,-1.0285035898883925,0.04070131668539097,0,0.004070131668539097,0.0028925166246473047,0,-0.6781612791466901,0.012555702477004823,0,0.0012555702477004822,8.922949208151136e-4,0,0.4044045831777464,0.027702520357819546,0,0.0027702520357819546,0.0019687323950476694,0,0.3067696846122228,0.037973286859129964,0,0.0037973286859129965,0.002698643986914532,0,0.007524298335829125,0.0478132300424499,0.65,0.00478132300424499,0.0033979382987753045,0.0022749999999999997,0.0283747171571159,0.08070324347849425,0.37,0.008070324347849425,0.005735329773945407,0.002331
U,63,0.2578898237841805,0.00604648346744184,0,6.04648346744184e-4,4.2970486889698517e-4,0,-1.0314433830309095,0.04004118814813102,0,0.004004118814813102,0.002845603332303771,0,-0.6747610210647139,0.013274671744558781,0,0.001327467174455878,9.43389841775171e-4,0,0.40583751462506656,0.028269333427538658,0,0.002826933342753866,0.002009014045882282,0,0.30930335089032374,0.03882975400085939,0,0.003882975400085939,0.002759510456298451,0,0.005897498737307764,0.048120743730596334,0.66,0.004812074373059633,0.003419792344975963,0.002244,0.02456461034202645,0.08089666278548029,0.4,0.008089666278548029,0.005749075485547549,0.0024
U,64,0.2586338130487532,0.006038723945618055,0,6.038723945618055e-4,4.291534236931826e-4,0,-1.0354874796811233,0.03999573376312893,0,0.0039995733763128925,0.002842373029822454,0,-0.6709336472616184,0.013673719053182166,0,0.0013673719053182167,9.717488991279324e-4,0,0.40711916060111075,0.0283953932942942,0,0.0028395393294294202,0.0020179727305142735,0,0.31192324109648534,0.038617545705142836,0,0.0038617545705142836,0.00274442946941066,0,0.00452021351529749,0.04953908003898749,0.68,0.004953908003898749,0.0035205891173033517,0.002176,0.022263764242927194,0.08348846577624833,0.38,0.008348846577624833,0.005933266903642337,0.002356
U,65,0.25942554586080335,0.006182123037401472,0,6.182123037401472e-4,4.393443533908387e-4,0,-1.039985493552362,0.04048857394202096,0,0.004048857394202096,0.002877397656218657,0,-0.6667848172418709,0.01430862549681466,0,0.0014308625496814661,0.001016869735328346,0,0.40821523689249345,0.028801917648284034,0,0.0028801917648284036,0.0020468631583431514,0,0.31475815442499744,0.03825333156097122,0,0.0038253331560971224,0.002718545897262582,0,0.0033121110228186406,0.049615713296828984,0.64,0.004961571329682899,0.003526035205792842,0.002304,0.020124200564430428,0.08383996938270863,0.42,0.008383996938270863,0.005958247177208642,0.0024360000000000002
U,66,0.26017108334253136,0.00614190406671191,0,6.14190406671191e-4,4.364861156034721e-4,0,-1.0440790837799243,0.03999128226876883,0,0.003999128226876883,0.0028420566758936457,0,-0.6625164102164631,0.014823439429494349,0,0.0014823439429494348,0.0010534559684073988,0,0.4090595088419099,0.028520854617274664,0,0.0028520854617274665,0.0020268888784923927,0,0.3170305001982623,0.04009349494066376,0,0.004009349494066376,0.002849320614183186,0,9.944772095891222e-4,0.050561851293334854,0.68,0.005056185129333485,0.0035932743053349466,0.002176,0.01644178161351807,0.0880062067147499,0.45,0.00880062067147499,0.0062543287717748705,0.002475
U,67,0.2608842117893681,0.006272038109412623,0,6.272038109412623e-4,4.4573433931215323e-4,0,-1.0472196210162386,0.040299389152648406,0,0.004029938915264841,0.0028639528786793857,0,-0.658202671043471,0.015414292686806207,0,0.0015414292686806207,0.0010954460809807101,0,0.4096166206679082,0.02901045712916014,0,0.002901045712916014,0.002061683413913556,0,0.31825570871485537,0.04059623179812047,0,0.004059623179812047,0.002885048566899232,0,-0.0030938951928687814,0.053113950931659056,0.68,0.0053113950931659056,0.0037746441290354843,0.002176,0.010231396135880227,0.08933491726200374,0.43,0.008933491726200374,0.006348756118609462,0.002451
U,68,0.2616795962764434,0.006432420573456733,0,6.432420573456733e-4,4.5713222472051397e-4,0,-1.0517141165492214,0.04208023108187944,0,0.004208023108187945,0.002990511803688774,0,-0.6534087558265499,0.016078699636943923,0,0.0016078699636943924,0.0011426634268877126,0,0.4106229397664473,0.02887426673545214,0,0.0028874266735452138,0.0020520047840804564,0,0.3205582107415997,0.040556747864766145,0,0.004055674786476614,0.002882242565940672,0,-0.0038900068922589712,0.051612552330892354,0.63,0.005161255233089235,0.003667944376629227,0.002331,0.009777076105479262,0.0860850895529534,0.43,0.00860850895529534,0.006117800920075514,0.002451
U,69,0.26212713352956246,0.006527243910342338,0,6.527243910342338e-4,4.6387102583759414e-4,0,-1.053551387416893,0.04294194909118059,0,0.004294194909118059,0.003051751435981952,0,-0.6491053592908058,0.016531245141405585,0,0.0016531245141405584,0.0011748244354659585,0,0.4125076220098491,0.029438113045501525,0,0.0029438113045501526,0.002092075596486122,0,0.3221250560480707,0.04119065268216224,0,0.004119065268216223,0.0029272922196640454,0,-0.001585486248038829,0.05059287520691852,0.61,0.005059287520691852,0.0035954790788683437,0.002379,0.013976756380976028,0.08174295336795843,0.43,0.008174295336795843,0.005809218738357332,0.002451
U,70,0.2628640138006249,0.006609613540448284,0,6.609613540448283e-4,4.6972478055243885e-4,0,-1.0571749262027295,0.04350895660753472,0,0.0043508956607534715,0.0030920469055371906,0,-0.6442122894498932,0.017059282192705714,0,0.0017059282192705715,0.001212350394665789,0,0.4129598421977154,0.029711796257240686,0,0.0029711796257240685,0.0021115254154185532,0,0.3240121971373742,0.042169791623028315,0,0.004216979162302832,0.002996876594198819,0,-0.004681397748376318,0.050426543924393226,0.6,0.005042654392439323,0.0035836584293394303,0.0024,0.009213023081498397,0.08323400876827008,0.43,0.008323400876827008,0.005915183431514781,0.002451
U,71,0.26332897430613306,0.0066738766688458915,0,6.673876668845892e-4,4.7429176222231305e-4,0,-1.0594279513198226,0.044014924277900006,0,0.00440149242779,0.0031280044621287435,0,-0.6394717003170027,0.017517353152945555,0,0.0017517353152945556,0.001244904080287401,0,0.4148746268003096,0.029729247351691544,0,0.0029729247351691543,0.002112765610697924,0,0.3270663586960071,0.04249508067168867,0,0.004249508067168867,0.003019993880264493,0,-0.002502346869880724,0.04896527167786997,0.63,0.004896527167786997,0.0034798103327563206,0.002331,0.011286094319348385,0.07775841200824551,0.46,0.007775841200824552,0.0055260497142775485,0.0024840000000000005
