Model,it,KM_Bias_Est,KM_EmpSE_Est,KM_Coverage_Est,KM_Bias_SE,KM_EmpSE_SE,KM_Coverage_SE,Pseudo_Bias_Est,Pseudo_EmpSE_Est,Pseudo_Coverage_Est,Pseudo_Bias_SE,Pseudo_EmpSE_SE,Pseudo_Coverage_SE,Pseudo.Slope_Bias_Est,Pseudo.Slope_EmpSE_Est,Pseudo.Slope_Coverage_Est,Pseudo.Slope_Bias_SE,Pseudo.Slope_EmpSE_SE,Pseudo.Slope_Coverage_SE,Unweighted_Bias_Est,Unweighted_EmpSE_Est,Unweighted_Coverage_Est,Unweighted_Bias_SE,Unweighted_EmpSE_SE,Unweighted_Coverage_SE,Unweighted.Slope_Bias_Est,Unweighted.Slope_EmpSE_Est,Unweighted.Slope_Coverage_Est,Unweighted.Slope_Bias_SE,Unweighted.Slope_EmpSE_SE,Unweighted.Slope_Coverage_SE,Weighted_Bias_Est,Weighted_EmpSE_Est,Weighted_Coverage_Est,Weighted_Bias_SE,Weighted_EmpSE_SE,Weighted_Coverage_SE,Weighted.Slope_Bias_Est,Weighted.Slope_EmpSE_Est,Weighted.Slope_Coverage_Est,Weighted.Slope_Bias_SE,Weighted.Slope_EmpSE_SE,Weighted.Slope_Coverage_SE
O,1,-0.21558213289196218,0.0026654768722128735,0,2.6654768722128737e-4,1.8942719286169885e-4,0,-0.23141395439262719,0.036670442252957715,0,0.0036670442252957716,0.00260605485246921,0,-0.04334562396347077,0.01108098387976855,0.05,0.0011080983879768551,7.874912336972088e-4,4.75e-4,0.10925922711504858,0.03131132032327552,0.11,0.003131132032327552,0.002225198640987442,9.79e-4,-2.6976066457129466e-5,0.007685283808922339,1,7.685283808922339e-4,5.461693378194724e-4,0,0.004574621471800731,0.03315427398371786,0.96,0.003315427398371786,0.0023561716545262754,0.00038400000000000033,-7.530912736054352e-4,0.007864243998015198,1,7.864243998015198e-4,5.588874846573833e-4,0
O,2,-0.21597508588906575,0.0027571047281632973,0,2.7571047281632974e-4,1.959389010372852e-4,0,-0.23708369732403545,0.03676049246567623,0,0.0036760492465676233,0.0026124544424223975,0,-0.046305036648531105,0.011049184332479332,0.03,0.0011049184332479333,7.852313382765936e-4,2.9099999999999997e-4,0.11286853350668424,0.031212334621778585,0.07,0.0031212334621778587,0.002218164033498072,6.510000000000001e-4,-2.8868638515825774e-4,0.0077434877890353885,1,7.743487789035389e-4,5.50305714571089e-4,0,0.0054404350320547135,0.033137124181122204,0.93,0.0033137124181122205,0.0023549528711266916,6.509999999999997e-4,-0.0010988187597275512,0.0079313519395627,1,7.9313519395627e-4,5.636566383944093e-4,0
O,3,-0.21625232727484392,0.0028367797986369333,0,2.836779798636933e-4,2.0160116173750616e-4,0,-0.24315729149252613,0.03673216865729858,0,0.003673216865729858,0.002610441557010386,0,-0.04897157767481665,0.011061039944085797,0.01,0.0011061039944085798,7.860738799057044e-4,9.900000000000001e-5,0.11522977275806069,0.030774723362678048,0.06,0.0030774723362678048,0.0021870643555229,5.639999999999999e-4,-3.582473710672229e-4,0.007826139702958217,1,7.826139702958217e-4,5.561795303232587e-4,0,0.0049519312404675535,0.03267563964686476,0.93,0.0032675639646864763,0.002322156593363118,6.509999999999997e-4,-0.0012344434964162699,0.008019904322898555,1,8.019904322898554e-4,5.699497822484762e-4,0
O,4,-0.216578344735663,0.0029154703806158052,0,2.9154703806158055e-4,2.071934578869513e-4,0,-0.24782881319907585,0.0360256964609309,0,0.00360256964609309,0.0025602347642267494,0,-0.051407665605060666,0.010908220250068636,0,0.0010908220250068635,7.75213457159803e-4,0,0.11827556761166862,0.030605547912296992,0.06,0.003060554791229699,0.002175041579785892,5.639999999999999e-4,3.547492684712883e-5,0.007896921629705999,1,7.896921629705998e-4,5.612097828191445e-4,0,0.005200325380989455,0.03242656807496972,0.94,0.003242656807496972,0.002304455847512504,5.640000000000005e-4,-8.667522482252244e-4,0.008096438303610475,1,8.096438303610475e-4,5.753888154195855e-4,0
O,5,-0.21691714399987627,0.002849066547526156,0,2.849066547526156e-4,2.0247434295912742e-4,0,-0.2524780912804753,0.034498077782630435,0,0.0034498077782630435,0.002451671632049459,0,-0.05367867478281668,0.010688100737549175,0,0.0010688100737549174,7.595702445754708e-4,0,0.12167706556659538,0.029358050413177038,0.04,0.0029358050413177037,0.0020863857929644897,3.8399999999999996e-4,4.3108087816215115e-4,0.008023537870665409,1,8.023537870665409e-4,5.702080072440781e-4,0,0.005818069955827463,0.0310631101703787,0.97,0.00310631101703787,0.002207559113519329,2.9100000000000024e-4,-4.984892711027678e-4,0.00821160486410615,1,8.21160486410615e-4,5.835733464855488e-4,0
O,6,-0.2171977294953494,0.0028574034414790366,0,2.857403441479037e-4,2.0306682021343906e-4,0,-0.25786172794773143,0.03358694651603417,0,0.0033586946516034172,0.00238692035247202,0,-0.056515443027367863,0.010275621169328971,0,0.001027562116932897,7.302565980999374e-4,0,0.12463933808750052,0.028610311381864543,0.03,0.0028610311381864545,0.0020332462939235316,2.9099999999999997e-4,5.698645874337094e-4,0.008049107864737013,1,8.049107864737013e-4,5.720251875951696e-4,0,0.00595439376873236,0.03028528823255542,0.95,0.003028528823255542,0.0021522817154056516,4.7500000000000043e-4,-4.129570704726049e-4,0.008226200794820684,1,8.226200794820684e-4,5.846106341136206e-4,0
O,7,-0.21738228540653937,0.0029258847871684026,0,2.9258847871684024e-4,2.0793357753276208e-4,0,-0.26417187199000663,0.03317096199852762,0,0.0033170961998527622,0.00235735762009694,0,-0.05937068069974652,0.01062244784063559,0,0.001062244784063559,7.549044963578717e-4,0,0.12680146575882567,0.028630834984865634,0.02,0.0028630834984865634,0.002034704842877542,1.96e-4,5.817047190620073e-4,0.008396680000414585,1,8.396680000414585e-4,5.967260636990723e-4,0,0.005205565510586359,0.030278422832918643,0.96,0.003027842283291864,0.0021517938126987754,0.00038400000000000033,-4.668049802282026e-4,0.008607217620906354,1,8.607217620906354e-4,6.116883208686226e-4,0
O,8,-0.21763755071574659,0.002943357727721088,0,2.943357727721088e-4,2.0917532534698593e-4,0,-0.269645053495322,0.032531908320168265,0,0.0032531908320168265,0.002311942052758306,0,-0.06238055358684359,0.010528792345836218,0,0.0010528792345836217,7.482486901639165e-4,0,0.12962719969967823,0.028135573911467447,0.02,0.0028135573911467447,0.0019995081710003615,1.96e-4,5.636322443921049e-4,0.008456361298669793,1,8.456361298669792e-4,6.0096742887942e-4,0,0.0051873215598782305,0.0297295436350751,0.96,0.00297295436350751,0.00211278666664113,0.00038400000000000033,-5.610215331086166e-4,0.008677266549172575,1,8.677266549172574e-4,6.16666481430723e-4,0
O,9,-0.21784259394262268,0.002858524587490891,0,2.858524587490891e-4,2.0314649659106126e-4,0,-0.27552119389302826,0.031685244632057546,0,0.003168524463205755,0.00225177228448581,0,-0.06560186731564778,0.010831150305131572,0,0.0010831150305131573,7.6973633466978e-4,0,0.1321479834585271,0.026898343997366472,0.02,0.0026898343997366473,0.001911582069672722,1.96e-4,6.217165035598382e-4,0.008687820725373257,1,8.687820725373257e-4,6.174165340728992e-4,0,0.004831482487988785,0.028359769732469883,0.97,0.0028359769732469882,0.002015441074214246,2.9100000000000024e-4,-5.726888250391404e-4,0.00894682599006968,1,8.946825990069679e-4,6.358232367306164e-4,0
O,10,-0.21804629717502563,0.0029744168290079054,0,2.9744168290079056e-4,2.1138259956155622e-4,0,-0.28103156090148823,0.03254387353687114,0,0.003254387353687114,0.00231279238368244,0,-0.06844045359343755,0.010995845275474874,0,0.0010995845275474875,7.814406965555659e-4,0,0.13486969703607213,0.027160345430968166,0.01,0.0027160345430968166,0.001930201700782748,9.900000000000001e-5,7.809076995678588e-4,0.009016590225607489,1,9.016590225607489e-4,6.40781165061504e-4,0,0.004675195834428278,0.02868708421301948,0.94,0.002868708421301948,0.002038702301456492,5.640000000000005e-4,-4.748011026335741e-4,0.009288174293818728,1,9.288174293818728e-4,6.600818043593063e-4,0
O,11,-0.21824646550110713,0.003031914493623081,0,3.0319144936230807e-4,2.1546878065646625e-4,0,-0.28657991238989416,0.03242566785591209,0,0.003242566785591209,0.0023043918717298496,0,-0.07170971484226707,0.010900759407350047,0,0.0010900759407350047,7.746832381557298e-4,0,0.13760635789489273,0.026779156851091803,0,0.0026779156851091802,0.001903111808017342,0,8.158126069463733e-4,0.00918765928185537,1,9.18765928185537e-4,6.529385135076128e-4,0,0.004536487127674645,0.028284895881689386,0.95,0.0028284895881689385,0.0020101200213400107,4.7500000000000043e-4,-5.205276395900493e-4,0.009455389280283395,1,9.455389280283395e-4,6.719652559925266e-4,0
O,12,-0.21847694758615088,0.0031608032171276624,0,3.1608032171276623e-4,2.2462850338357857e-4,0,-0.29114721119078485,0.033057641328586795,0,0.0033057641328586795,0.002349304270760513,0,-0.07481828049785974,0.01101320621785477,0,0.001101320621785477,7.826744850062333e-4,0,0.1406581604786595,0.027387867293860182,0.01,0.002738786729386018,0.0019463709755011282,9.900000000000001e-5,0.0012501155250711803,0.0093018317753667,1,9.301831775366699e-4,6.610523993091867e-4,0,0.004739875525294888,0.028917694617547368,0.95,0.0028917694617547366,0.002055091069271293,4.7500000000000043e-4,-1.266846168138258e-4,0.009573890283462139,1,9.573890283462139e-4,6.803867555813821e-4,0
O,13,-0.21855927912632758,0.003224315873950769,0,3.224315873950769e-4,2.2914215136102337e-4,0,-0.2975837191277056,0.03337398720417411,0,0.0033373987204174107,0.0023717859931909656,0,-0.07818995502466271,0.011409120003735156,0,0.0011409120003735157,8.108108525944867e-4,0,0.14278743745547756,0.02722374713565829,0,0.002722374713565829,0.0019347074637354484,0,0.0012683784127124787,0.009576025936945648,1,9.576025936945648e-4,6.805385298655726e-4,0,0.003900880403472521,0.028800682490724837,0.91,0.0028800682490724835,0.002046775379517674,8.189999999999997e-4,-1.943658273091442e-4,0.009885334916656456,1,9.885334916656457e-4,7.025201618820951e-4,0
O,14,-0.21890603977468728,0.003320231720161107,0,3.320231720161107e-4,2.3595859373498957e-4,0,-0.3017765407081531,0.033600641178604944,0,0.003360064117860494,0.0023878935897621322,0,-0.08191359196480838,0.011502631046531982,0,0.0011502631046531983,8.174563930316345e-4,0,0.14690216968170525,0.027483880274429558,0,0.002748388027442956,0.0019531943209134045,0,0.0012515830812860917,0.009543159033078962,1,9.543159033078962e-4,6.782027807159831e-4,0,0.005279199013755382,0.029008932236574393,0.91,0.0029008932236574392,0.0020615750445163402,8.189999999999997e-4,-3.187697130617595e-4,0.009827713165868524,1,9.827713165868523e-4,6.984251623668778e-4,0
O,15,-0.2189969863146724,0.0033605088590357595,0,3.3605088590357593e-4,2.3882096535526634e-4,0,-0.30823672611216424,0.03273781990722913,0,0.0032737819907229133,0.002326575552047405,0,-0.08576473815969636,0.011577337084732398,0,0.00115773370847324,8.227655199851073e-4,0,0.14927644030276585,0.02740443120355714,0,0.002740443120355714,0.0019475481213054753,0,0.0011086836857564753,0.009422359187063228,1,9.422359187063227e-4,6.696179094805825e-4,0,0.004697078227848269,0.028917108286241437,0.91,0.0028917108286241437,0.002055049400519811,8.189999999999997e-4,-5.790756767080752e-4,0.009689875190926331,1,9.689875190926331e-4,6.886294440339837e-4,0
O,16,-0.21913023242763435,0.0033296253679647243,0,3.329625367964724e-4,2.366261712152974e-4,0,-0.3142149165204795,0.03277312613563237,0,0.0032773126135632372,0.0023290846564432,0,-0.08984488952104885,0.011892118059470094,0,0.0011892118059470093,8.451360297548387e-4,0,0.15213147793875004,0.02661309806881693,0,0.002661309806881693,0.0018913105242379608,0,0.0010027305204083614,0.009850611761968574,1,9.850611761968574e-4,7.000524947309006e-4,0,0.004638897102186421,0.028077828876820924,0.94,0.0028077828876820923,0.001995404410082822,5.640000000000005e-4,-8.055786314192792e-4,0.010165128250671306,1,0.0010165128250671305,7.224042082965918e-4,0
