b,g,e,iter,time.taken
-1.5,-0.5,0,3,416391
-1.5,-0.5,0,3,132918
-1.5,-0.5,0,3,404437
-1.5,-0.5,0,3,404912
-1.5,-0.5,0,3,496527
-1.5,-0.5,0,3,447172
-1.5,-0.5,0,34,418313
-1.5,-0.5,0,4,349900
-1.5,-0.5,0,4,501585
-1.5,-0.5,0,4,389884
-1.5,-0.5,0,4,471364
-1.5,-0.5,0,5,511207
-1.5,-0.5,0,5,439076
-1.5,-0.5,0,5,380557
-1.5,-0.5,0,5,474017
-1.5,-0.5,0,68,416489
-1.5,-0.5,0.5,1,332970
-1.5,-0.5,0.5,1,455793
-1.5,-0.5,0.5,1,442106
-1.5,-0.5,0.5,2,474132
-1.5,-0.5,0.5,2,362698
-1.5,-0.5,0.5,2,480726
-1.5,-0.5,0.5,2,362421
-1.5,-0.5,0.5,2,327577
-1.5,-0.5,0.5,3,134381
-1.5,-0.5,0.5,3,465806
-1.5,-0.5,0.5,3,351851
-1.5,-0.5,0.5,3,455823
-1.5,-0.5,0.5,34,363961
-1.5,-0.5,0.5,67,314838
-1.5,-0.5,0.5,68,290659
-1.5,-1,-0.5,1,436384
-1.5,-1,-0.5,2,416571
-1.5,-1,-0.5,2,528970
-1.5,-1,-0.5,2,480986
-1.5,-1,-0.5,2,483001
-1.5,-1,-0.5,3,219261
-1.5,-1,-0.5,3,399289
-1.5,-1,-0.5,3,436232
-1.5,-1,-0.5,3,465445
-1.5,-1,-0.5,34,278297
-1.5,-1,-0.5,4,193745
-1.5,-1,-0.5,4,406815
-1.5,-1,-0.5,4,445184
-1.5,-1,-0.5,4,449806
-1.5,-1,-0.5,68,890562
-1.5,-1,0,1,381663
-1.5,-1,0,2,405526
-1.5,-1,0,2,361419
-1.5,-1,0,2,390743
-1.5,-1,0,3,431872
-1.5,-1,0,3,407753
-1.5,-1,0,3,414211
-1.5,-1,0,3,216915
-1.5,-1,0,3,367990
-1.5,-1,0,34,603679
-1.5,-1,0,35,211304
-1.5,-1,0,68,356067
-1.5,-1.5,-0.5,1,530905
-1.5,-1.5,-0.5,1,497430
-1.5,-1.5,-0.5,1,375968
-1.5,-1.5,-0.5,1,844697
-1.5,-1.5,-0.5,2,419362
-1.5,-1.5,-0.5,2,415558
-1.5,-1.5,-0.5,2,479615
-1.5,-1.5,-0.5,3,134540
-1.5,-1.5,-0.5,3,439757
-1.5,-1.5,-0.5,3,425880
-1.5,-1.5,-0.5,3,724331
-1.5,-1.5,-0.5,34,497792
-1.5,-1.5,-0.5,4,370552
-1.5,-1.5,-0.5,4,356780
-1.5,-1.5,-0.5,4,508784
-1.5,-1.5,-0.5,4,227632
-1.5,-1.5,-0.5,5,434571
-1.5,-1.5,-0.5,5,437305
-1.5,-1.5,-0.5,5,519119
-1.5,-1.5,-0.5,5,445942
-1.5,-1.5,-0.5,5,368464
-1.5,-1.5,0,1,1420700
-1.5,-1.5,0,2,417988
-1.5,-1.5,0,2,367796
-1.5,-1.5,0,2,463634
-1.5,-1.5,0,2,336733
-1.5,-1.5,0,3,1701845
-1.5,-1.5,0,3,124832
-1.5,-1.5,0,3,447871
-1.5,-1.5,0,3,354759
-1.5,-1.5,0,34,289889
-1.5,-1.5,0,4,373038
-1.5,-1.5,0,4,207357
-1.5,-1.5,0,4,473428
-1.5,-1.5,0,4,476587
-1.5,-1.5,0,5,512297
-1.5,-1.5,0,5,2109589
-1.5,-1.5,0,5,367280
-1.5,-2,0,1,423721
-1.5,-2,0,1,478322
-1.5,-2,0,1,766444
-1.5,-2,0,1,491789
-1.5,-2,0,1,411124
-1.5,-2,0,2,470262
-1.5,-2,0,2,251582
-1.5,-2,0,2,522682
-1.5,-2,0,2,443452
-1.5,-2,0,2,402219
-1.5,-2,0,3,525771
-1.5,-2,0,3,432210
-1.5,-2,0,3,211948
-1.5,-2,0,3,467458
-1.5,-2,0,3,423157
-1.5,-2,0,35,157970
-1.5,-2,0,4,494850
-1.5,-2,0,4,411339
-1.5,-2,0,4,495321
-1.5,-2,0,4,251028
-1.5,-2,0,68,431366
-1.5,-2,0.5,1,627697
-1.5,-2,0.5,2,492053
-1.5,-2,0.5,2,413773
-1.5,-2,0.5,3,413714
-1.5,-2,0.5,3,219436
-1.5,-2,0.5,3,438299
-1.5,-2,0.5,3,372151
-1.5,-2,0.5,4,424819
-1.5,-2,0.5,4,217442
-1.5,-2,0.5,4,456519
-1.5,-2,0.5,5,433501
-1.5,-2,0.5,5,397922
-1.5,-2,0.5,5,427325
-1.5,-2,0.5,6,467969
-1.5,-2,0.5,6,455790
-1.5,-2,0.5,6,483920
-1.5,0,-0.5,1,367056
-1.5,0,-0.5,1,700309
-1.5,0,-0.5,2,431324
-1.5,0,-0.5,2,958603
-1.5,0,-0.5,2,408029
-1.5,0,-0.5,2,457725
-1.5,0,-0.5,3,371724
-1.5,0,-0.5,3,1982585
-1.5,0,-0.5,3,494720
-1.5,0,-0.5,3,416115
-1.5,0,-0.5,3,221338
-1.5,0,-0.5,4,358905
-1.5,0,-0.5,4,497019
-1.5,0,-0.5,4,473797
-1.5,0,-0.5,4,170163
-1.5,0,-0.5,4,412923
-1.5,0,-0.5,5,498955
-1.5,0,-0.5,5,492078
-1.5,0,-0.5,5,481899
-1.5,0,-0.5,5,433952
-1.5,0,-0.5,68,1186134
-1.5,0,0,1,484514
-1.5,0,0,2,380181
-1.5,0,0,2,487712
-1.5,0,0,2,397699
-1.5,0,0,3,437996
-1.5,0,0,3,2053590
-1.5,0,0,3,135091
-1.5,0,0,34,398604
-1.5,0,0,35,505934
-1.5,0,0,4,432396
-1.5,0,0,4,209341
-1.5,0,0,4,440669
-1.5,0,0,4,354158
-1.5,0,0,5,368933
-1.5,0,0,5,421042
-1.5,0,0,5,403832
-1.5,0,0,5,407273
-1.5,0,0.5,1,319253
-1.5,0,0.5,1,416524
-1.5,0,0.5,1,415845
-1.5,0,0.5,1,412659
-1.5,0,0.5,2,317187
-1.5,0,0.5,2,375477
-1.5,0,0.5,2,417403
-1.5,0,0.5,2,392549
-1.5,0,0.5,3,144161
-1.5,0,0.5,3,472453
-1.5,0,0.5,3,930093
-1.5,0,0.5,3,406097
-1.5,0,0.5,35,132645
-1.5,0,0.5,4,170273
-1.5,0,0.5,4,429063
-1.5,0,0.5,4,375004
-1.5,0,0.5,4,411573
-1.5,0,0.5,4,349287
-1.5,0,0.5,5,363164
-1.5,0,0.5,5,340457
-1.5,0,0.5,5,431222
-1.5,0,0.5,5,364963
-1.5,0.5,-0.5,1,457450
-1.5,0.5,-0.5,1,532170
-1.5,0.5,-0.5,1,398492
-1.5,0.5,-0.5,1,368430
-1.5,0.5,-0.5,2,394813
-1.5,0.5,-0.5,2,992637
-1.5,0.5,-0.5,3,412709
-1.5,0.5,-0.5,3,464673
-1.5,0.5,-0.5,3,407318
-1.5,0.5,-0.5,3,478113
-1.5,0.5,-0.5,3,201073
-1.5,0.5,-0.5,4,720341
-1.5,0.5,-0.5,4,503954
-1.5,0.5,-0.5,4,401459
-1.5,0.5,-0.5,4,225364
-1.5,0.5,-0.5,4,454387
-1.5,0.5,-0.5,5,370266
-1.5,0.5,-0.5,5,2139208
-1.5,0.5,-0.5,5,417125
-1.5,0.5,-0.5,5,411394
-1.5,0.5,-0.5,68,1522660
-1.5,0.5,0.5,1,423262
-1.5,0.5,0.5,1,321074
-1.5,0.5,0.5,1,397859
-1.5,0.5,0.5,2,455737
-1.5,0.5,0.5,2,320732
-1.5,0.5,0.5,2,184806
-1.5,0.5,0.5,2,467506
-1.5,0.5,0.5,3,460896
-1.5,0.5,0.5,3,474745
-1.5,0.5,0.5,3,133948
-1.5,0.5,0.5,34,494483
-1.5,0.5,0.5,4,382052
-1.5,0.5,0.5,4,354653
-1.5,0.5,0.5,4,188323
-1.5,0.5,0.5,4,380825
-1.5,0.5,0.5,4,390851
-1.5,0.5,0.5,5,362357
-1.5,0.5,0.5,5,314507
-1.5,1,-0.5,1,393784
-1.5,1,-0.5,1,712745
-1.5,1,-0.5,1,468483
-1.5,1,-0.5,2,481660
-1.5,1,-0.5,2,724896
-1.5,1,-0.5,2,517063
-1.5,1,-0.5,2,456603
-1.5,1,-0.5,2,399061
-1.5,1,-0.5,2,355462
-1.5,1,-0.5,3,1055974
-1.5,1,-0.5,3,375517
-1.5,1,-0.5,3,476603
-1.5,1,-0.5,3,495289
-1.5,1,-0.5,3,218791
-1.5,1,-0.5,34,625717
-1.5,1,-0.5,4,441650
-1.5,1,-0.5,4,353640
-1.5,1,-0.5,4,443161
-1.5,1,-0.5,4,227367
-1.5,1,-0.5,4,395272
-1.5,1,-0.5,5,405149
-1.5,1,-0.5,5,429886
-1.5,1,0,68,474107
-1.5,1,0.5,1,401784
-1.5,1,0.5,2,440560
-1.5,1,0.5,2,346288
-1.5,1,0.5,2,478469
-1.5,1,0.5,3,167199
-1.5,1,0.5,3,486199
-1.5,1,0.5,3,1576419
-1.5,1,0.5,3,317134
-1.5,1,0.5,34,288366
-1.5,1,0.5,4,1223206
-1.5,1,0.5,4,385173
-1.5,1,0.5,4,459286
-1.5,1,0.5,4,373668
-1.5,1,0.5,4,398124
-1.5,1,0.5,5,396863
-1.5,1,0.5,5,471756
-1.5,1,0.5,5,349467
-1.5,1,0.5,5,478741
-1.5,1,0.5,5,394487
-1.5,1,0.5,68,366696
-1.5,1.5,-0.5,1,581956
-1.5,1.5,0.5,1,330165
-1.5,1.5,0.5,2,469458
-1.5,1.5,0.5,2,453242
-1.5,1.5,0.5,3,381631
-1.5,1.5,0.5,3,333258
-1.5,1.5,0.5,3,209163
-1.5,1.5,0.5,3,465631
-1.5,1.5,0.5,34,466711
-1.5,1.5,0.5,35,196163
-1.5,1.5,0.5,4,443602
-1.5,1.5,0.5,4,415702
-1.5,1.5,0.5,4,172027
-1.5,1.5,0.5,4,386715
-1.5,1.5,0.5,4,421893
-1.5,1.5,0.5,4,922030
-1.5,1.5,0.5,68,258514
-1.5,2,-0.5,1,553119
-1.5,2,-0.5,68,499886
-1.5,2,0,1,314414
-1.5,2,0,2,329194
-1.5,2,0,2,376409
-1.5,2,0,2,358390
-1.5,2,0,2,359137
-1.5,2,0,3,406211
-1.5,2,0,3,2008293
-1.5,2,0,3,492452
-1.5,2,0,3,208995
-1.5,2,0,4,378557
-1.5,2,0,4,481333
-1.5,2,0,4,300929
-1.5,2,0,4,461996
-1.5,2,0,5,354228
-1.5,2,0,5,419464
-1.5,2,0,6,367875
-1.5,2,0,6,328653
-1.5,2,0,6,386442
-1.5,2,0,6,314230
-1.5,2,0.5,1,333486
-1.5,2,0.5,1,393024
-1.5,2,0.5,1,392900
-1.5,2,0.5,2,360659
-1.5,2,0.5,2,361529
-1.5,2,0.5,2,453393
-1.5,2,0.5,2,294828
-1.5,2,0.5,2,437668
-1.5,2,0.5,3,303227
-1.5,2,0.5,3,151773
-1.5,2,0.5,3,445551
-1.5,2,0.5,3,460765
-1.5,2,0.5,34,406649
-1.5,2,0.5,4,362392
-1.5,2,0.5,4,459064
-1.5,2,0.5,4,172639
-1.5,2,0.5,4,434224
-1.5,2,0.5,4,481052
-1.5,2,0.5,68,353004
-2,-0.5,-0.5,1,651570
-2,-0.5,-0.5,2,361145
-2,-0.5,-0.5,2,416396
-2,-0.5,-0.5,2,462795
-2,-0.5,-0.5,3,381609
-2,-0.5,-0.5,3,197043
-2,-0.5,-0.5,3,506662
-2,-0.5,-0.5,4,418320
-2,-0.5,-0.5,4,449821
-2,-0.5,-0.5,4,493689
-2,-0.5,-0.5,4,168121
-2,-0.5,-0.5,5,403956
-2,-0.5,-0.5,5,372495
-2,-0.5,-0.5,68,724514
-2,-0.5,0,1,433621
-2,-0.5,0,1,498317
-2,-0.5,0,1,498093
-2,-0.5,0,2,451061
-2,-0.5,0,2,411919
-2,-0.5,0,2,447484
-2,-0.5,0,2,370520
-2,-0.5,0,3,436242
-2,-0.5,0,3,485290
-2,-0.5,0,3,143730
-2,-0.5,0,34,312126
-2,-0.5,0,35,134186
-2,-0.5,0,68,488438
-2,-0.5,0.5,1,353237
-2,-0.5,0.5,2,416261
-2,-0.5,0.5,2,420037
-2,-0.5,0.5,2,230717
-2,-0.5,0.5,3,480314
-2,-0.5,0.5,3,421221
-2,-0.5,0.5,3,189591
-2,-0.5,0.5,34,325913
-2,-0.5,0.5,35,138079
-2,-0.5,0.5,4,403468
-2,-0.5,0.5,4,1473425
-2,-0.5,0.5,4,392078
-2,-0.5,0.5,4,475255
-2,-1,-0.5,1,1584113
-2,-1,-0.5,1,400436
-2,-1,-0.5,1,517188
-2,-1,-0.5,1,504792
-2,-1,-0.5,2,400957
-2,-1,-0.5,2,1281502
-2,-1,-0.5,2,418803
-2,-1,-0.5,3,200939
-2,-1,-0.5,3,485214
-2,-1,-0.5,3,396790
-2,-1,-0.5,3,442728
-2,-1,-0.5,3,688975
-2,-1,-0.5,35,812781
-2,-1,-0.5,4,444282
-2,-1,-0.5,4,173376
-2,-1,-0.5,4,428767
-2,-1,-0.5,4,527040
-2,-1,-0.5,5,421028
-2,-1,-0.5,5,447675
-2,-1,0,1,431969
-2,-1,0,1,377108
-2,-1,0,1,409319
-2,-1,0,1,454949
-2,-1,0,2,634740
-2,-1,0,2,529140
-2,-1,0,3,389838
-2,-1,0,3,144231
-2,-1,0,3,505690
-2,-1,0,3,452509
-2,-1,0,3,504593
-2,-1,0,34,483763
-2,-1,0,35,852771
-2,-1,0,4,403703
-2,-1,0,4,409454
-2,-1,0,4,209147
-2,-1,0,4,400867
-2,-1,0,4,455169
-2,-1,0,68,1291620
-2,-1,0.5,1,696092
-2,-1,0.5,2,558153
-2,-1,0.5,2,556031
-2,-1,0.5,2,414990
-2,-1,0.5,2,452114
-2,-1,0.5,3,477771
-2,-1,0.5,3,312962
-2,-1,0.5,3,497964
-2,-1,0.5,3,563747
-2,-1,0.5,34,532032
-2,-1,0.5,35,136696
-2,-1,0.5,4,442868
-2,-1,0.5,4,804896
-2,-1,0.5,4,468103
-2,-1,0.5,68,325532
-2,-1.5,-0.5,1,331302
-2,-1.5,-0.5,2,763111
-2,-1.5,-0.5,2,400278
-2,-1.5,-0.5,3,520023
-2,-1.5,-0.5,3,505466
-2,-1.5,-0.5,3,465400
-2,-1.5,-0.5,3,152909
-2,-1.5,-0.5,4,493863
-2,-1.5,-0.5,4,418899
-2,-1.5,-0.5,4,250575
-2,-1.5,-0.5,4,495706
-2,-1.5,-0.5,5,483758
-2,-1.5,-0.5,5,1035804
-2,-1.5,-0.5,5,377139
-2,-1.5,-0.5,67,558875
-2,-1.5,0,1,504349
-2,-1.5,0,2,551250
-2,-1.5,0,2,1036825
-2,-1.5,0,3,141309
-2,-1.5,0,3,471011
-2,-1.5,0,3,413878
-2,-1.5,0,3,413635
-2,-1.5,0,34,834778
-2,-1.5,0,35,379704
-2,-1.5,0,4,190413
-2,-1.5,0,4,482550
-2,-1.5,0,4,463316
-2,-1.5,0,4,488127
-2,-1.5,0,4,437755
-2,-1.5,0,68,337013
-2,-1.5,0.5,1,342252
-2,-1.5,0.5,1,643023
-2,-1.5,0.5,1,498954
-2,-1.5,0.5,1,387925
-2,-1.5,0.5,2,382907
-2,-1.5,0.5,2,459030
-2,-1.5,0.5,2,512869
-2,-1.5,0.5,2,742745
-2,-1.5,0.5,3,174557
-2,-1.5,0.5,3,538461
-2,-1.5,0.5,3,787509
-2,-1.5,0.5,35,135236
-2,-1.5,0.5,4,382925
-2,-1.5,0.5,4,455621
-2,-1.5,0.5,4,201136
-2,-1.5,0.5,4,395325
-2,-1.5,0.5,5,422925
-2,-1.5,0.5,5,481777
-2,-2,-0.5,1,583723
-2,-2,-0.5,2,523957
-2,-2,-0.5,2,409943
-2,-2,-0.5,2,536584
-2,-2,-0.5,2,419046
-2,-2,-0.5,2,548391
-2,-2,-0.5,3,447212
-2,-2,-0.5,3,359345
-2,-2,-0.5,3,184148
-2,-2,-0.5,3,998590
-2,-2,-0.5,3,396592
-2,-2,-0.5,4,505226
-2,-2,-0.5,4,193483
-2,-2,-0.5,4,532386
-2,-2,-0.5,4,411375
-2,-2,-0.5,4,550121
-2,-2,-0.5,4,462013
-2,-2,-0.5,5,482601
-2,-2,-0.5,5,528330
-2,-2,-0.5,5,526563
-2,-2,-0.5,6,468840
-2,-2,-0.5,6,513014
-2,-2,-0.5,6,356036
-2,-2,-0.5,6,371914
-2,-2,-0.5,68,390491
-2,-2,0.5,1,349818
-2,-2,0.5,1,372849
-2,-2,0.5,1,402393
-2,-2,0.5,2,465600
-2,-2,0.5,2,345075
-2,-2,0.5,2,392069
-2,-2,0.5,2,394393
-2,-2,0.5,2,1746381
-2,-2,0.5,3,177127
-2,-2,0.5,3,381495
-2,-2,0.5,3,385247
-2,-2,0.5,3,705845
-2,-2,0.5,34,388243
-2,-2,0.5,35,114520
-2,-2,0.5,67,324719
-2,0,-0.5,1,474029
-2,0,-0.5,2,505490
-2,0,-0.5,2,556431
-2,0,-0.5,2,411835
-2,0,-0.5,2,459824
-2,0,-0.5,3,138868
-2,0,-0.5,3,534257
-2,0,-0.5,3,493561
-2,0,-0.5,4,493556
-2,0,-0.5,4,193700
-2,0,-0.5,4,463325
-2,0,-0.5,4,429022
-2,0,-0.5,4,423926
-2,0,-0.5,5,379769
-2,0,-0.5,5,481805
-2,0,-0.5,5,499080
-2,0,-0.5,5,373372
-2,0,-0.5,6,344428
-2,0,-0.5,6,2013164
-2,0,-0.5,6,480867
-2,0,0,1,409864
-2,0,0,2,2045607
-2,0,0,2,412998
-2,0,0,3,419547
-2,0,0,3,505440
-2,0,0,3,135555
-2,0,0,3,369525
-2,0,0,4,381326
-2,0,0,4,1383412
-2,0,0,5,384203
-2,0,0,5,506203
-2,0,0,6,722191
-2,0,0,6,472239
-2,0,0,68,336512
-2,0,0.5,1,446348
-2,0,0.5,1,377735
-2,0,0.5,1,337334
-2,0,0.5,1,440691
-2,0,0.5,2,392531
-2,0,0.5,2,411790
-2,0,0.5,2,439640
-2,0,0.5,3,432867
-2,0,0.5,3,381030
-2,0,0.5,3,216264
-2,0,0.5,35,131511
-2,0,0.5,4,470668
-2,0,0.5,4,230492
-2,0,0.5,4,401216
-2,0,0.5,4,363236
-2,0,0.5,4,1769274
-2,0,0.5,5,337330
-2,0,0.5,5,712975
-2,0,0.5,5,371421
-2,0,0.5,5,416101
-2,0.5,-0.5,1,350404
-2,0.5,-0.5,2,398549
-2,0.5,-0.5,2,458098
-2,0.5,-0.5,2,445927
-2,0.5,-0.5,3,507408
-2,0.5,-0.5,3,364039
-2,0.5,-0.5,3,147789
-2,0.5,-0.5,34,403057
-2,0.5,-0.5,51,326503
-2,0.5,-0.5,67,297023
-2,0.5,-0.5,68,430870
-2,0.5,0,1,421648
-2,0.5,0,1,2069196
-2,0.5,0,1,451629
-2,0.5,0,2,491534
-2,0.5,0,2,476520
-2,0.5,0,2,962265
-2,0.5,0,3,407211
-2,0.5,0,3,400595
-2,0.5,0,3,484356
-2,0.5,0,3,143698
-2,0.5,0,3,485425
-2,0.5,0,4,531622
-2,0.5,0,4,242322
-2,0.5,0,4,398685
-2,0.5,0,4,463879
-2,0.5,0,5,334514
-2,0.5,0,5,473477
-2,0.5,0,5,456524
-2,0.5,0,68,439940
-2,0.5,0.5,1,497428
-2,0.5,0.5,1,382824
-2,0.5,0.5,1,432154
-2,0.5,0.5,2,404669
-2,0.5,0.5,2,400991
-2,0.5,0.5,3,488054
-2,0.5,0.5,3,515774
-2,0.5,0.5,3,1017733
-2,0.5,0.5,3,170403
-2,0.5,0.5,34,369100
-2,0.5,0.5,35,130978
-2,0.5,0.5,4,444140
-2,0.5,0.5,4,378478
-2,0.5,0.5,4,501604
-2,0.5,0.5,4,405861
-2,0.5,0.5,5,408675
-2,0.5,0.5,5,442559
-2,0.5,0.5,5,394528
-2,0.5,0.5,5,417607
-2,0.5,0.5,5,396688
-2,1,-0.5,1,490016
-2,1,-0.5,1,427200
-2,1,-0.5,2,405181
-2,1,-0.5,2,466289
-2,1,-0.5,2,388047
-2,1,-0.5,2,518801
-2,1,-0.5,3,513743
-2,1,-0.5,3,351829
-2,1,-0.5,3,142464
-2,1,-0.5,34,501718
-2,1,-0.5,4,511262
-2,1,-0.5,4,471478
-2,1,-0.5,4,438032
-2,1,-0.5,4,287356
-2,1,-0.5,5,542927
-2,1,-0.5,5,523054
-2,1,-0.5,5,534934
-2,1,-0.5,68,863271
-2,1,0,1,401425
-2,1,0,2,396921
-2,1,0,2,384461
-2,1,0,2,493982
-2,1,0,2,410083
-2,1,0,3,464380
-2,1,0,3,167812
-2,1,0,3,464950
-2,1,0,3,476730
-2,1,0,4,468656
-2,1,0,4,413529
-2,1,0,4,372852
-2,1,0,4,177239
-2,1,0,4,512121
-2,1,0,5,331094
-2,1,0,5,472859
-2,1,0,68,522765
-2,1,0.5,1,349571
-2,1,0.5,1,402311
-2,1,0.5,1,433878
-2,1,0.5,1,326348
-2,1,0.5,1,496873
-2,1,0.5,2,361035
-2,1,0.5,2,387895
-2,1,0.5,2,912818
-2,1,0.5,3,437627
-2,1,0.5,3,492558
-2,1,0.5,3,219878
-2,1,0.5,34,401979
-2,1,0.5,4,485357
-2,1,0.5,4,189024
-2,1,0.5,4,373200
-2,1,0.5,4,492541
-2,1,0.5,5,410562
-2,1,0.5,5,390497
-2,1,0.5,68,297952
-2,1.5,-0.5,1,1633139
-2,1.5,-0.5,2,444897
-2,1.5,-0.5,2,403180
-2,1.5,-0.5,2,550510
-2,1.5,-0.5,3,380491
-2,1.5,-0.5,3,547495
-2,1.5,-0.5,3,263975
-2,1.5,-0.5,3,412824
-2,1.5,-0.5,3,418695
-2,1.5,-0.5,34,1412099
-2,1.5,-0.5,35,138035
-2,1.5,-0.5,67,688245
-2,1.5,0,1,475048
-2,1.5,0,2,407700
-2,1.5,0,2,518855
-2,1.5,0,2,445718
-2,1.5,0,2,439389
-2,1.5,0,2,409815
-2,1.5,0,2,429574
-2,1.5,0,3,496159
-2,1.5,0,3,195374
-2,1.5,0,3,448727
-2,1.5,0,34,420868
-2,1.5,0,4,415751
-2,1.5,0,4,167430
-2,1.5,0,4,2099317
-2,1.5,0,4,392805
-2,1.5,0,5,442791
-2,1.5,0,5,514159
-2,1.5,0.5,1,408371
-2,1.5,0.5,1,442544
-2,1.5,0.5,1,483588
-2,1.5,0.5,1,324490
-2,1.5,0.5,2,455567
-2,1.5,0.5,2,424129
-2,1.5,0.5,34,345436
-2,1.5,0.5,35,813075
-2,1.5,0.5,67,302751
-2,1.5,0.5,68,385722
-2,2,-0.5,1,441456
-2,2,-0.5,1,446050
-2,2,-0.5,1,406258
-2,2,-0.5,1,403906
-2,2,-0.5,2,435307
-2,2,-0.5,2,436855
-2,2,-0.5,2,493214
-2,2,-0.5,3,493942
-2,2,-0.5,3,223953
-2,2,-0.5,3,530958
-2,2,-0.5,34,348115
-2,2,-0.5,4,378113
-2,2,-0.5,4,197611
-2,2,-0.5,4,391778
-2,2,-0.5,4,748011
-2,2,-0.5,4,448341
-2,2,-0.5,68,435699
-2,2,0,1,319348
-2,2,0,2,446571
-2,2,0,2,727440
-2,2,0,2,489757
-2,2,0,2,481933
-2,2,0,3,346790
-2,2,0,3,200155
-2,2,0,3,424207
-2,2,0,4,346308
-2,2,0,4,194691
-2,2,0,4,1034386
-2,2,0,4,368815
-2,2,0,5,457130
-2,2,0,5,387261
-2,2,0,5,504917
-2,2,0,5,761831
-2,2,0,6,433641
-2,2,0,6,378309
-2,2,0,6,473755
-2,2,0,6,364777
-2,2,0.5,1,396623
-2,2,0.5,2,407562
-2,2,0.5,2,483584
-2,2,0.5,2,423747
-2,2,0.5,2,466656
-2,2,0.5,3,468365
-2,2,0.5,3,435449
-2,2,0.5,3,215052
-2,2,0.5,3,495344
-2,2,0.5,34,360057
-2,2,0.5,35,132656
-2,2,0.5,68,407933
0,-1,-0.5,1,459022
0,-1,0,34,266323
0,-1.5,0.5,1,314430
0,-2,0,1,309689
0,-2,0,1,293492
0,-2,0,1,428933
0,-2,0,2,351265
0,-2,0,2,343380
0,-2,0,2,321299
0,-2,0,2,298328
0,-2,0,3,163434
0,-2,0,3,371603
0,-2,0,3,375905
0,-2,0,3,344695
0,-2,0,3,344306
0,-2,0,4,351482
0,-2,0,4,389140
0,-2,0,4,353421
0,-2,0,4,382408
0,-2,0,4,182803
0,-2,0,5,295048
0,-2,0,5,356620
0,-2,0,5,308670
0,-2,0,5,354492
0,-2,0,68,311144
0,-2,0.5,1,319591
0,-2,0.5,1,358833
0,-2,0.5,1,314395
0,-2,0.5,2,273558
0,-2,0.5,2,304300
0,-2,0.5,2,367457
0,-2,0.5,2,153714
0,-2,0.5,2,650826
0,-2,0.5,3,289195
0,-2,0.5,3,250539
0,-2,0.5,3,364334
0,-2,0.5,3,99888
0,-2,0.5,3,340456
0,-2,0.5,3,369470
0,-2,0.5,34,315025
0,-2,0.5,4,354994
0,-2,0.5,4,300562
0,-2,0.5,4,377731
0,-2,0.5,5,326915
0,-2,0.5,5,291061
0,0,-0.5,1,483084
0,0,-0.5,2,369561
0,0,-0.5,3,465627
0,0,-0.5,3,484105
0,0,-0.5,3,439069
0,0,-0.5,3,345787
0,0,-0.5,34,334341
0,0,-0.5,68,509127
0,0,-0.5,69,259307
0,0,0,1,303055
0,0,0,2,402907
0,0,0,2,310327
0,0,0,2,288749
0,0,0,3,180535
0,0,0,3,338077
0,0,0,3,340314
0,0,0,3,332416
0,0,0,34,453973
0,0,0,35,380827
0,0,0,68,393150
0,0,0.5,1,328426
0,0,0.5,2,319584
0,0,0.5,3,352792
0,0,0.5,3,291651
0,0,0.5,3,211531
0,0,0.5,3,343265
0,0,0.5,3,329862
0,0,0.5,4,358633
0,0,0.5,4,1594584
0,0,0.5,4,145246
0,0,0.5,4,273026
0,0,0.5,4,343883
0,0,0.5,4,348829
0,0,0.5,67,274175
0,0,0.5,68,376817
0,1,0,34,383878
0,1.5,-0.5,1,428508
0,1.5,-0.5,1,319809
0,1.5,-0.5,1,458024
0,1.5,-0.5,1,319969
0,1.5,-0.5,2,436384
0,1.5,-0.5,2,325493
0,1.5,-0.5,2,408513
0,1.5,-0.5,3,440950
0,1.5,-0.5,3,397100
0,1.5,-0.5,3,342433
0,1.5,-0.5,3,194454
0,1.5,-0.5,4,382980
0,1.5,-0.5,4,340163
0,1.5,-0.5,4,338950
0,1.5,-0.5,4,358332
0,1.5,-0.5,4,407666
0,1.5,-0.5,5,385266
0,1.5,-0.5,5,422368
0,1.5,-0.5,68,388421
0.5,-0.5,-0.5,1,292691
0.5,-0.5,-0.5,2,396089
0.5,-0.5,-0.5,2,422913
0.5,-0.5,-0.5,3,429707
0.5,-0.5,-0.5,3,161827
0.5,-0.5,-0.5,3,438270
0.5,-0.5,-0.5,35,130427
0.5,-0.5,-0.5,4,1977733
0.5,-0.5,-0.5,4,149645
0.5,-0.5,-0.5,4,386171
0.5,-0.5,-0.5,67,319555
0.5,-0.5,0,1,324518
0.5,-0.5,0,1,389751
0.5,-0.5,0,1,350607
0.5,-0.5,0,1,319490
0.5,-0.5,0,1,359909
0.5,-0.5,0,2,434271
0.5,-0.5,0,2,332621
0.5,-0.5,0,2,376414
0.5,-0.5,0,3,402130
0.5,-0.5,0,3,372241
0.5,-0.5,0,3,335692
0.5,-0.5,0,3,344384
0.5,-0.5,0,3,429808
0.5,-0.5,0,3,129164
0.5,-0.5,0,3,355231
0.5,-0.5,0,34,362310
0.5,-0.5,0,35,109443
0.5,-0.5,0,67,331659
0.5,-0.5,0.5,1,378348
0.5,-0.5,0.5,1,682564
0.5,-0.5,0.5,1,313345
0.5,-0.5,0.5,1,292851
0.5,-0.5,0.5,1,328487
0.5,-0.5,0.5,2,423708
0.5,-0.5,0.5,2,337640
